GrantNumber,OutputId,Title,Abstract,PersistentIdentifier,PublicationDate,RepositoryLink,RepositoryName
178209,DC615428-ED24-4A24-8E73-D3BA955749E5,tzlink: Python library for CNN-based context-aware entity linking of disease mentions,A Python library for CNN-based context-aware entity linking of disease mentions in biomedical texts (scientific or clinical),https://github.com/lfurrer/disease-normalization,,https://github.com/lfurrer/disease-normalization,tzlink
178372,66BC8924-2898-45AF-8ED8-27ACB9DCEA9A,Raw data - transcriptome of Pachystachys lutea,raw data,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8755478,2019-09-24,https://www.ncbi.nlm.nih.gov/sra/?term=,NCBI
178372,33B68103-2DD5-4A95-9BBF-302ECC253B96,Raw data - transcriptome of Elytraria caroliniensis,raw data,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8756096,2019-09-24,https://www.ncbi.nlm.nih.gov/sra/?term=,NCBI
163292,7A1368DC-5C0E-4E19-B10D-3775C7560A70,Modeling vacuum bellows soft pneumatic actuators with optimal mechanical performance,"This paper presents the concept and model of “Vacuum Bellows,” a cylindrical membrane-reinforced contractile vacuum soft pneumatic actuator (V-SPAs). These actuators consist of a tubular membrane connected to a series of interior rigid rings periodically spaced along its length. Our model shows how the rings can be spaced to achieve a desired actuator force profile. For example, the contraction ratio can be maximized by spacing the rings one diameter apart inside the tube. The work output of the actuator can be concentrated in the initial portion of the stroke by increasing the ring spacing. And, usefully, an approximately constant force-to-pressure relationship can be created by spacing the rings a fraction of a diameter apart. Our experimental results highlight the utility of the model and some practical considerations for actuator fabrication and use. The experimental results demonstrate how the ring spacing can be used to achieve high peak forces per unit pressure (three times greater than an equivalent-diameter piston achieved experimentally) or large contractions (achieved contraction to 30 % of the extended length). Our model suggests that this performance can be improved with improved fabrication techniques.",10.1109/ROBOSOFT.2018.8405381,2018-04-01,https://drive.google.com/open?id=1evbza7vQyJHx90PaJIVi1MfgpS3TAGJU,Felt_RobosoftConf2018
163292,18AFAD55-DBD9-4948-9B6E-5D74BA68B225,Practical control methods for vacuum driven soft actuator modules,"Vacuum-powered Soft Pneumatic Actuator (V-SPA) Modules have been described to afford advantages for rapid development of reconfigurable, multi-DoF soft pneumatic robots powered by vacuum by reducing their logistical complexity, however they also present new challenges in the control of resulting systems. This framework features modules joined together over a simple embedded pneumatic and serial communication network and requires a unique approach to both low-level control implementation and high-level control strategy. We describe the structure and activation characteristics of a V-SPA Module and present practical methods for its control. These methods utilize software generated PWM activation through a unique serial protocol designed for LED networks and a heuristic mapping strategy for simplifying the spherical control of 3-DoF actuator modules.",10.1109/IROS.2017.8202296,2017-09-01,https://drive.google.com/open?id=17MikY6iCtVCmrheh8tdfNyFdsVF41osM,Robertson_IROS2017
163292,83B2EED8-6ACE-4FBE-9F5C-FE17D0D98914,A Compact Modular Soft Surface With Reconfigurable Shape and Stiffness,"A variety of reconfigurable surface devices, utilizing large numbers of actuated physical pixels to produce discretized three-dimensional contours, have been developed for different purposes in research and industry. The difficulty of integrating many actuators in close configuration has limited the DOF and resolution and performance of existing devices. Utilizing vacuum power and soft material actuators, we have developed a soft reconfigurable surface (SRS) with multimodal control and performance capabilities. The SRS is comprised of a square grid array of linear vacuum-powered soft pneumatic actuators, built into plug-and-play modules which enable the arrangement, consolidation, and control of many DoF. In addition to the practical benefits of system integration, this architecture facilitates the construction of customized assemblies with an overall compact form factor. A series of experiments is performed to illustrate and validate the versatility of the SRS for achieving diverse tasks including force-controlled modulation of interface pressure through integrated sensors, lateral manipulation of a variety of objects, static and dynamic shape and pattern generation for haptic interaction, and variable surface stiffness tuning. This SRS concept is scalable, space efficient, and features diverse functional potential. This will extend the utility and accessibility of tangible robotic interfaces for future applications from industrial to home and personal use.",10.1109/TMECH.2018.2878621,2018-10-29,https://drive.google.com/open?id=1hWQL-yKM0LSWls-DvB4e1FkyCMnSsHpV,Robertson_TMECH
183945,376199EE-930A-469E-AF7D-70BB8745C6B6,Imbalance dynamics for a 24-site quantum spin chain,"This dataset contains time-traces of the dynamics of the imbalance observable, for a quantum spin chain of 24 sites. The full system is described in a reference here: https://arxiv.org/abs/1808.00471 The system has weak disorder, and 32 seeds are available for averaging. Each file has two columns, the first being the time-stamp and the second being the imbalance value.",http://dx.doi.org/10.22002/D1.1089,2018-09-25,https://data.caltech.edu/records/1089,CaltechDATA
180796,36A9E46A-E91F-469E-8005-2DC702BDD5C8,Dataset of eddy covariance flux measurements of gaseous elemental mercury over a grassland,nan,https://doi.org/10.3929/ethz-b-000393131,2020-04-15,https://doi.org/10.3929/ethz-b-000393131,ETH Bibliography
183824,409D9C87-3A9B-472E-BE51-A77BF2C610D9,It’s a hard knock life for some: heterogeneity in infection life-history of salmonids influences parasite disease outcomes by Bailey et al. 2021,"This contains the raw data for the above manuscript in terms of basic measurements of fish weight, fish length, posterior kidney weight, parasite burden and pathological assessment of all exposed fish.",10.17632/rxfbkr6bsr.1,2021-06-22,https://data.mendeley.com/datasets/rxfbkr6bsr/1,Mendeley
186756,B24AE9FE-5AFB-4C54-B6CB-3F36449CE755,"Dataset for ""Dynamic crack propagation in weak snowpack layers: Insights from high-resolution, high-speed photography""",nan,doi.org/10.16904/envidat.231,,https://www.envidat.ch/dataset/crack-propagation-in-weak-snowpack-layers-insights-from-high-speed-photography,Envidat
180822,0206D04A-EAA4-46DA-A65F-F6007D09AFA9,"Human Bony Labyrinth: Co-Registered CT and micro-CT Images, Surface Models and Anatomical Landmarks","This data set consists of 23 specimens of the human bony labyrinth. For each specimen clinical CT (0.15×0.15×0.2 mm3, voxel size) and co-registered microCT (0.06 mm isotropic voxel size) images are available. Image labels for the bony labyrinth are provided for the same image coordinates. From the image labels, 3D surface models were generated. In addition, each specimen has a descriptor file containing the coordinates of anatomical landmarks as well as a cochlear coordinate system. The data set can be used to study the morphology of the inner ear or to evaluate (semi-)automated segmentation algorithms (e.g., for the preoperative planning of surgical procedures such as cochlear implantation).",https://doi.org/10.5281/zenodo.3355272,2019-08-01,https://zenodo.org/,Zenodo
191112,0567BB0C-350B-4B63-8FD9-AFAEDE51B7A4,Data and scripts used in: A Lagrangian perspective on tropical anvil cloud lifecycle in present and future climate,nan,10.5281/zenodo.3893226,,https://zenodo.org/record/3893226#.YL0hfS2B23U,Zenodo
178372,B2C10A2E-B391-48B2-AC08-40D1E0FC10E1,Raw data - transcriptome of Thunbergia erecta,raw data,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8752193,2019-09-24,https://www.ncbi.nlm.nih.gov/sra/?term=,NCBI
178372,461E9AF0-29C1-471C-926E-40E30B95CE12,Orthologous nuclear markers that broadly cover the phylogenetic diversity of Acanthaceae,Alignments for each of the 1619 orthologous low-copy nuclear marker found,https://figshare.com/s/9903aacaaa3c34bc9ed9,2019-09-24,https://figshare.com,Figshare
178372,D147743C-3081-44D0-992F-F3823E237DFA,Raw data - transcriptome of Mendoncia retusa,raw data,SRR8749657,2019-09-24,https://www.ncbi.nlm.nih.gov/sra/?term=,NCBI
178372,6B8E048B-2015-4868-9DC5-04B2E80EE900,Transcriptomes that broadly cover the phylogenetic diversity of Acanthaceae,De novo assemblies of transcriptomes that broadly cover the phylogenetic diversity of Acanthaceae,https://figshare.com/s/aa884dbe565dd1f453b2,2019-09-24,https://figshare.com,Figshare
199469,C605F417-119F-47D9-80CF-83A7EFFE2063,Sovereign Defaults: The Price of Haircuts,"A main puzzle in the sovereign debt literature is that defaults have only minor effects on subsequent borrowing costs and access to credit. This paper comes to a different conclusion. We construct the first complete database of investor losses (“haircuts”) in all restructurings with foreign banks and bondholders from 1970 until 2010, covering 180 cases in 68 countries. We then show that restructurings involving higher haircuts are associated with significantly higher subsequent bond yield spreads and longer periods of capital market exclusion. The results cast doubt on the widespread belief that credit markets “forgive and forget.” (JEL E43, F34, G15, H63)",CrucesTrebesch2013,2013-07-01,https://www.aeaweb.org/articles?id=10.1257/mac.5.3.85,CrucesTrebesch2013
178372,E7BAA91C-5102-4D19-BFAF-440E3DD54AE4,Raw data - transcriptome of Aphelandra aurantiaca,nan,10.1002/aps3.11290,2019-09-24,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8782583,NCBI
191797,00CE1414-08BD-44C4-96AF-77DFFBC6548E,Piling characteristics on British layer flocks,"Observer: Jakob WinterSampling period: January - August 2021Sample: 27 British layer flocks (70 video observed locations). The flocks originated from two major British Egg producer organisations.To investigate the behavioural mechanisms of piling behaviour on British layer flocks, I first assessed the flock behaviour of 27 layer flocks and recording 70 individual video recording locations. The following data set contains the results of the video assessments. In total, I spotted and characterised 92 piling events. The characterisation of piles includes piling specifics such as the start time, end time, duration, trigger, and the number of involved animals. Furthermore, I provide relevant information (including breed, population age, production system) about the flocks where I spotted piling behaviour (20 flocks). Finally, I provide relevant information about environmental factors associated with piling behaviour, including the lighting schedule, flock size, colony size and production form. This data set is unique as it is the first describing piling behaviour across multiple British layer flocks. Furthermore, it provides a good ground for testing relations between flock characteristics and environmental factors of the birds and piling behaviour. I will publish this data set after publishing my findings in an international journal.",*updated after publication,,www.re3data.org,www.re3data.org
